company,company_quality,description,education_match,employment_type,experience_match,fit_score,fit_tier,fresher_appropriate,gaps,job_url,location,location_match,posting_date,prefilter_score,project_match,reason,recruiter_email,role_match,source,technical_match,title
,0,"Full Stack Development Global Dream Connect Work from home ₹ 5,000 - 5,001 /month 3 Months 1. Build responsive and accessible interfaces using SvelteKit, Svelte 5 Runes, TypeScript, Tailwind CSS, and Shadcn-Svelte.
2. Develop reusable components and translate UI/UX designs into functional product features.
3. Design and maintain PostgreSQL schemas using Supabase, including SQL queries, Row-Level Security policies, database functions, RPCs, and authentication workflows.
4. Support local-first ",0,,0,0,,False,[],https://internshala.com/internship/detail/work-from-home-part-time-full-stack-development-internship-at-global-dream-connect1786716716,India,0,,20,0,,,0,Internshala,0,Full Stack Development
,0,"Software Development Embolo Technologies Private Limited Chandigarh (Hybrid) ₹ 3,500 - 7,500 /month 3 Months Are you a talented Software Development intern with a passion for cutting-edge technologies? Join us at Embolo Technologies Private Limited and be part of a dynamic team that is revolutionizing the tech industry! 



1. Developing and implementing innovative software solutions using JavaScript, FastAPI, React, and Express.js
2. Collaborating with team members to design and architect ",0,,0,0,,False,[],https://internshala.com/internship/detail/software-development-internship-in-chandigarh-at-embolo-technologies-private-limited1785460982,India,0,,19,0,,,0,Internshala,0,Software Development
,0,"Web Development Foodko Products Mumbai (Hybrid) ₹ 5,001 - 15,002 /month 6 Months 1. Develop and maintain websites to ensure optimal functionality and performance.
2. Perform daily website maintenance and updates.
3. Manage daily offers and handle other routine website-related tasks. MySQL HTML CSS JavaScript 3 weeks ago",0,,0,0,,False,[],https://internshala.com/internship/detail/web-development-internship-in-mumbai-at-foodko-products1784809607,India,0,,19,0,,,0,Internshala,0,Web Development
,0,"**About Topsort**

At Topsort, we believe in the mission of democratizing the secret technologies of the walled gardens and creating a privacy-first cookie-free world of clean advertising with modern tech, friendly products, and AI. We believe in making advertising intuitive, intelligent, and genuinely cool, without any of the creepy ads or cookie-obsession (well, maybe just the chocolate ones). In a rapidly changing industry, we're on a mission to democratize monetization access for all and ensure that advertising doesn't leave any brand or seller feeling confused or overwhelmed.

Today, Topsort has 6 major hubs worldwide, and employees in 13+ countries, including Menlo Park, Boston, Santiago Chile, Sao Paulo Brazil, Barcelona Spain, and Sydney Australia. We are a truly global company that was born in the pandemic that’s had rapid growth since out of a genius product, a customer-first mentality, and a hardworking team of talented individuals. Since our founding in 2021, we’ve gained customers in retail, marketplaces, and delivery apps in 40+ countries and quickly approaching the #1 position in the industry.

Do you enjoy a fast-paced environment? Do you like seeing your work create real-time impact, being part of a rocket ship from the very beginning? Let’s do the unimaginable - let’s make ads clean and cool again, with AI and modern technology. 

**Why Topsort? Why now?**

Topsort is changing the way Retail Media works. By joining our scaling team, you'll feel your impact from day 1. The processes and messaging you build today will be a critical part of our foundation as we accelerate toward 200 Topsorters worldwide, and your innovations will leave a lasting mark on the industry, as a whole. Retail Media is on the verge of a new era, and Topsort is gathering the ecosystem together to shape a brighter future. Joining us now, you'll work directly alongside our co-founders and founding members to bring on Retail Media 3.0. If you're looking to define your career as something greater than yourself, come scale with us.

**What it’s like to work at Topsort**

At Topsort, we communicate openly and move fast. We say things as they are, challenge each other early, and embrace feedback with curiosity—it’s how we build better, faster. Every experiment has a purpose, and every outcome helps us make the next decision smarter. There’s no single formula for success here; we find what works, improve it, and scale it.

We’re collaborative internally and competitive externally—never the other way around. The pace is quick, sometimes a 100-mph kind of fast, and that’s what keeps it exciting. We act with intent, lift each other up, and turn bold ideas into real results. No endless meetings here—if it can be done today, it gets done today.

### **About the Role:**

We are looking for a hands-on and client-facing **Software Engineers, Integrations** focused to join our team at Topsort. In this role, you will play a pivotal part in translating real-world business needs into powerful, scalable product solutions. You’ll collaborate directly with sales, product, and engineering teams to support Pre-sales conversations - partner with sales to understand customer pain points, lead technical implementations with Topsort. 

**You will:**

- Engage with Prospects & Clients: Work closely with the sales and customer success teams to understand client requirements and propose tailored technical solutions.
- Own Technical Discovery & Demos: Lead technical conversations and run product demonstrations that align our platform’s capabilities with customer needs.
- Solution Design: Translate business challenges into feasible product configurations, data integrations, and implementation plans.
- Support RFPs and Security Questionnaires: Respond to technical and compliance-related questions in RFPs and trust questionnaires.
- Own the entire integration process – You won’t just be following instructions; you’ll be leading integrations end-to-end, solving complex challenges, and acting as a trusted technical advisor to our clients.
- Be the bridge between tech & customer success – Work directly with clients, engineers, and product teams to deeply understand their needs and ensure seamless API integrations. Your solutions won’t just be functional—they’ll be impactful and user-friendly, strengthening long-term customer relationships.

**What We Think You Need to Be Successful**

We’re open to candidates who don’t check every box but show strong potential.

**Core Requirements & Experience**

- Industry Experience: 1+ years in software development, managing integrations, APIs, system interoperability, or ad tech is a plus. etc.
- API Expertise: Strong experience with **RESTful APIs, authentication methods (OAuth), and data formats (JSON, XML).**
- Proven ability to communicate complex technical ideas clearly to both technical and non-technical audiences.
- Demonstrated success working directly with enterprise clients, understanding their operational realities and constraints.
- Comfortable navigating ambiguity and making decisions with incomplete information.
- Clear sense of ownership — you lead the solution from pre-sales design through implementation and post-sale success.
- Experience collaborating with product and engineering teams to shape customer-driven roadmaps.
- Bachelor’s degree and above in **Computer Science, Engineering, or related field from a top school.**
- CRM & Platforms: Familiarity with customer relationship management (CRM) tools and integration platforms.
- Communication & Stakeholder Management: Strong ability to interact with both **technical and non-technical audiences**, translating complex concepts into actionable insights.

**What We Value**

At Topsort, we seek professionals who embody the following qualities to drive our mission forward:

- **Deep dive into details:** Professionals who are not content with superficial answers and dive deeply into the details to uncover root causes and optimal solutions.
- **Team first:** A low need for individual recognition, always prioritizing collective results over personal credit.
- **You thrive with ambiguity:** Exceptional ability to tackle open-ended problems in unstructured environments, turning chaos into structured innovation.
- **Adaptability:** Willingness to learn, mentor, lead, and follow as the situation demands, fostering growth at all levels.
- **Urgency:** A disproportionate sense of urgency in execution, while keeping scalability and the creation of replicable processes in mind to ensure long-term success.
- **Curiosity:** Genuinely curious individuals who can quickly learn difficult concepts and apply them effectively.
*We are proud to be an equal opportunity employer and to foster a workplace where diversity is valued and celebrated. We believe that diverse perspectives and experiences strengthen our teams and drive better outcomes. We respect and value any race, religion, color, national origin, ancestry, caste, gender, gender identity or expression, sexual orientation, age, disability, medical condition, pregnancy, genetic information, marital status, or military service.*",0,,0,0,,False,[],https://wellfound.com/jobs/2-software-engineer-integrations,"Santiago, Santiago Metropolitan Region",0,,18,0,,,0,Wellfound,0,"Software Engineer, Integrations"
,0,"Full Stack Development Sofa Clinic Bangalore ₹ 12,000 - 15,000 /month 3 Months As a Full Stack Development intern at Sofa Clinic, you will have the exciting opportunity to work on innovative projects using your knowledge of WordPress, Firebase, GitHub, and Vercel. You will be part of a dynamic team and gain valuable hands-on experience in web development.

1. Collaborate with the team to design, develop, and maintain websites using WordPress.
2. Implement Firebase for real-time data synchroni",0,,0,0,,False,[],https://internshala.com/internship/detail/full-stack-development-internship-in-bangalore-at-sofa-clinic1786433148,India,0,,18,0,,,0,Internshala,0,Full Stack Development
,0,"Software Development KhiladiPro Bangalore ₹ 23,000 - 25,000 /month 3 Months 1. Building Web apps, Android apps, Platform architectures as per the product requirement
2. Testing the builds continuously, make sure the platforms are bug free
3. Integrate ML pipelines into the app Python MongoDB Node.js React Firebase Google Cloud Platforms (GCP) 2 weeks ago",0,,0,0,,False,[],https://internshala.com/internship/detail/software-development-internship-in-bangalore-at-khiladipro1785523073,India,0,,18,0,,,0,Internshala,0,Software Development
,0,"Web Development India Websoft Indore ₹ 3,000 - 3,001 /month 3 Months Developing and maintaining responsive websites using HTML, CSS, JavaScript, WordPress, and PHP.
Assisting in website customization, bug fixing, performance optimization, and API integrations under the guidance of senior developers.
Testing websites across different devices and browsers, preparing project documentation, and coordinating with the design and SEO teams to ensure timely project delivery. MySQL HTML CSS JavaScript ",0,,0,0,,False,[],https://internshala.com/internship/detail/web-development-internship-in-indore-at-india-websoft1786346462,India,0,,18,0,,,0,Internshala,0,Web Development
,0,"Full Stack Development Seventh Ray Consulting And Technology Private Limited Work from home ₹ 5,000 - 8,000 /month 3 Months 1. Develop and maintain frontend applications using React.
2. Develop backend services and APIs using Java.
3. Design and optimize PostgreSQL database structures.
4. Build secure and scalable REST APIs.
5. Implement authentication, authorization, and workflow-based business logic.
6. Participate in testing, debugging, and performance optimization.
7. Work closely with",0,,0,0,,False,[],https://internshala.com/internship/detail/work-from-home-full-stack-development-internship-at-seventh-ray-consulting-and-technology-private-limited1785750662,India,0,,18,0,,,0,Internshala,0,Full Stack Development
,0,"T-Rex is looking for a fully cleared **Software Engineer 3** to work on a program in the Fort Meade, Maryland area in support of the Intelligence Community.

**Responsibilities:**

- The Software Engineer develops, maintains, and enhances complex and diverse software systems (e.g., processing- intensive analytics, novel algorithm development, manipulation of extremely large data sets, real-time systems, and business management information systems) based upon documented requirements. Works individually or as part of a team. Reviews and tests software components for adherence to the design requirements and documents test results. Resolves software problem reports. Utilizes software development and software design methodologies appropriate to the development environment. Provides specific input to the software components of system design to include hardware/software trade-offs, software reuse, use of Commercial Off-the-shelf (COTS)/Government Off-the-shelf (GOTS) in place of new development, and requirements analysis and synthesis from system level to individual software components.

**Requirements:**

- Ten (10) years’ experience as a SWE in programs and contracts of similar scope, type, and complexity is required.

Bachelor’s degree in Computer Science or related discipline from an accredited college or university is required.

Four (4) years of additional SWE experience on projects with similar software processes may be substituted for a bachelor’s degree.
- Active and transferable U.S. government issued TS/SCI with FSP security clearance is required.

**T-Rex Overview**

Established in 1999, T-Rex Solutions, LLC is a proven mid-tier business providing data-centric mission services to the Federal government as it increasingly tries to secure and leverage the power of data. We design, integrate, secure, and deploy advanced technical solutions for our customers so they can efficiently fulfill their critical objectives. T-Rex offers both IT and professional services to numerous Federal agencies and is a leader in providing high quality and innovative solutions in the areas of Cloud and Infrastructure Services, Cyber Security, and Big Data Engineering.

T-Rex is constantly seeking qualified people to join our growing team. We have built a broad client base through our devotion to delivering quality products and customer service, and to do that we need quality individuals. But more than that, we at T-Rex are committed to creating a culture that supports the development of every employee's personal and professional lives. T-Rex has made a commitment to maintain the status of an industry leader in compensation packages and benefits which includes competitive salaries, performance bonuses, training and educational reimbursement, Transamerica 401(k) and Cigna healthcare benefits.

T-Rex is an Equal Opportunity Employer. All qualified applicants will receive consideration for employment without regard to race, religion, color, sex (including pregnancy and sexual orientation), parental status, national origin, age, disability, family medical history or genetic information, political affiliation, military service, or other non-merit based factors.

In compliance with pay transparency guidelines, the annual base salary range for this position is $180,000 - $230,000. Please note that the salary information is a general guideline only. T-Rex considers factors such as (but not limited to) scope and responsibilities of the position, candidate’s work experience, education/training, key skills, internal peer equity, as well as market and business considerations when extending an offer.

T-Rex offers a diverse and collaborative work environment, exciting opportunities for professional growth, and generous benefits, including: PTO available to use immediately upon joining (prorated based on start date), paid parental leave, individual and family health, vision, and dental benefits, annual budget for training, professional development and tuition reimbursement, and a 401(k) plan with company match fully vested after 60 days of employment among other benefits.  

",0,,0,0,,False,[],https://wellfound.com/jobs/software-engineer-3,Fort Meade,0,,15,0,,,0,Wellfound,0,Software Engineer 3
,0,"Java Development TechnoCipher IT Solutions Pune ₹ 5,000 - 10,000 /month 3 Months 1. Work on core Java & advance Java
2. Work on designing and testing the software
3. Work on testing technical issues that arise
4. Work on fixing bugs Java MySQL JSP J2EE Hibernate ORM(Java) Spring MVC Spring Boot 1 week ago",0,,0,0,,False,[],https://internshala.com/internship/detail/java-development-internship-in-pune-at-technocipher-it-solutions1785927909,India,0,,15,0,,,0,Internshala,0,Java Development
,0,"Full Stack Development Veertrip (Ithaka Enterprises) Lucknow, Pune, Gwalior (Hybrid) ₹ 15,000 - 20,000 /month 2 Months Technology Intern (Product & AI)
Build. Learn. Ship.
We're looking for passionate freshers who want to work on real-world products instead of classroom assignments.
As a Technology Intern, you'll gain hands-on experience building production-grade applications across TravelTech, EdTech, AI, automation, cloud platforms, enterprise systems, and digital products. You'll work alon",0,,0,0,,False,[],https://internshala.com/internship/detail/full-stack-development-internship-in-multiple-locations-at-veertrip-ithaka-enterprises1785145784,India,0,,15,0,,,0,Internshala,0,Full Stack Development
Stone,0,"Sobre a Stone:

Somos muito mais do que uma empresa de maquininhas! A Stone Ã© uma empresa de tecnologia e serviÃ§os financeiros focada no(a) cliente.

Nascemos com o propÃ³sito de ser protagonistas na transformaÃ§Ã£o da indÃºstria de pagamentos, servindo o(a) empreendedor(a) brasileiro(a) e transformando seus sonhos em resultados.

Somos a maior empresa independente de meios de pagamentos do Brasil, com mais de quinze mil pessoas espalhadas pelas cinco regiÃµes do paÃ­s,  em um cenÃ¡rio repleto de desafios e oportunidades. Valorizamos o trabalho em equipe, a flexibilidade, o desenvolvimento contÃ­nuo e os pensamentos disruptivos e incansÃ¡veis na busca de soluÃ§Ãµes para a nossa RAZÃO.

Nossa Cultura:

Por aqui, vivemos nossa cultura no dia a dia, guiados por esses 5 valores:

 ð O cliente Ã© a razÃ£o
O cliente Ã© o motivo pelo qual existimos e sÃ³ temos sucesso se ele tiver sucesso.

â¡ CabeÃ§a de dono
Fazemos o que Ã© certo, do jeito certo, com responsabilidade e tecnologia para decidir melhor.

ð¯ Direto ao ponto
Profundidade para entender e simplicidade para resolver.

ð¤ ExcelÃªncia Ã© um jogo de equipe
ConstruÃ­mos um negÃ³cio de longo prazo, em time e com colaboraÃ§Ã£o.

â¨ PaixÃ£o em cada detalhe
Fazemos com paixÃ£o, atenÃ§Ã£o aos detalhes e vontade de surpreender para ajudar o cliente a vencer.

Como Ã© ser uma pessoa Software Engineer Pleno:

A capacidade de contribuiÃ§Ã£o de uma pessoa SWE Pleno Ã© a de realizar entregas de valor participando diretamente do refinamento tÃ©cnico, podendo trabalhar em problemas com escopo aberto ou pouco definido, contribuindo com as decisÃµes tÃ©cnicas e fazendo parte do processo de criaÃ§Ã£o da soluÃ§Ã£o. AlÃ©m de contribuir para a evoluÃ§Ã£o tÃ©cnica de pessoas juniore<br/><br/>Please mention the word **DEFEATED** and tag RMjQwMTo0OTAwOjc2NjI6MjRhODpjMDg5OjUyNmE6M2E0MDo2ZTYy when applying to show you read the job post completely (#RMjQwMTo0OTAwOjc2NjI6MjRhODpjMDg5OjUyNmE6M2E0MDo2ZTYy). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.",0,,0,0,,False,[],https://remoteOK.com/remote-jobs/remote-software-engineer-iii-mobile-stone-1136570,Remoto,0,,14,0,,,0,RemoteOK,0,Software Engineer III Mobile
Worldline,0,"**Who We Are**
 Worldline helps businesses of all shapes and sizes to accelerate their growth journey \- quickly, simply, and securely. We are the innovators at the heart of the payments technology industry, shaping how the world pays and gets paid. Our technology powers the growth of millions of businesses across 5 continents. And just as we help our customers accelerate their business, we are committed to helping our people accelerate their careers. Together, we shape the evolution.
   

  

 Long Description
   

  

**Technical Skills \& Qualifications**
 We look for people with the passion to drive positive change, hunger to learn, and experience building developer platforms or infrastructure tooling in a collaborative engineering environment.
   

  

* 5\+ years in software engineering, with hands\-on experience building developer platforms, internal platforms, or large\-scale infrastructure tooling; enterprise experience preferred.
* Strong knowledge of DevOps/DevSecOps, CI/CD pipelines, development workflows, deployment processes, and secure software delivery practices.
* Security\-by\-design mindset covering identity and access management, secrets management, data protection, and policy as code.
* Proficiency in programming or scripting languages used for platform tooling such as Java, Vue.js, or similar technologies.
* Experience enabling multi\-team platform adoption, internal DX initiatives, and cross\-functional collaboration.
* Bachelor’s degree in Computer Science, Engineering, or a related field, or equivalent practical experience.


**Functional Skills**
* Understanding of developer platform operating models, self\-service enablement, service catalogs, and build\-to\-production workflows.
* Ability to work across platform, security, SRE, governance, and product teams to align technical implementation with enterprise controls.
* Familiarity with CMDB, change management, landing zones, and compliance\-driven delivery in complex organizations.
* Payments or fintech domain awareness, including regulatory considerations such as PCI\-DSS, PSD2, and data residency, is an advantage.


**Soft Skills**
* Clear communication and stakeholder management; able to explain platform concepts to technical and non\-technical audiences.
* Autonomous, structured, and comfortable operating in a growing, iterative program.
* Strong collaboration mindset with the ability to work across cultures, disciplines, and distributed teams.
* Developer empathy, ownership mindset, and focus on practical outcomes that reduce friction and improve delivery confidence.


**Nice\-to\-Have**
* Knowledge of landing zones and cross\-cloud governance in large organizations.
* Prior involvement with fast\-moving development forge or platform engineering environments.
* Experience integrating IDPs with CMDB, service catalogs, and change\-management toolchains.
* Payments or fintech domain experience with awareness of regulatory and audit requirements.


**Shape the evolution**
 We are on an exciting journey towards the next frontiers of payments technology, and we look for big thinkers, people with passion, can\-do attitude and a hunger to learn and grow. Here you'll work with ambitious colleagues from around the world, take on unique challenges as a team, and make a real impact on the society. With an empowering culture, strong technology and extensive training opportunities, we help you accelerate your career \- wherever you decide to go. Join our global team of 18,000 innovators and shape a tomorrow that is yours to own.
   

  

 Learn more about life at Worldline at jobs.worldline.com
   

  

 We are proud to be an Equal Opportunity employer. We do not discriminate based upon race, religion, color, national origin, sex, sexual orientation, gender identity, gender expression, age, status as an individual with a disability, or any applicable legally protected characteristics.",0,,0,0,,False,[],https://www.linkedin.com/jobs/view/4455704942,India,0,,13,0,,,0,Linkedin,0,Full-Stack Developer - Professional
,0,"Full Stack Development Eduguide Overseas Studies Pvt. Ltd. Vasai ₹ 7,000 /month 6 Months 1. Develop and improve webpages, client portals, advisor dashboards and interactive financial tools using HTML, CSS and JavaScript.
2. Assist in developing tax calculators, compliance trackers, lead management systems and secure client document vaults.
3. Improve website mobile responsiveness, performance, usability and technical SEO.
4. Support the integration of AI chatbots, client FAQ assistants and au",0,,0,0,,False,[],https://internshala.com/internship/detail/full-stack-development-internship-in-vasai-at-eduguide-overseas-studies-pvt-ltd1785746460,India,0,,13,0,,,0,Internshala,0,Full Stack Development
,0,"Digital Marketing And Web Content GEMA Education Technology Private Limited Actively hiring Work from home ₹ 1,000 /month 4 Months 1. Assist in creating and updating website content using HTML and CSS.
2. Collaborate with the marketing team to develop and implement digital marketing strategies.
3. Monitor and analyze website traffic and user engagement using analytics tools.
4. Help in the creation of compelling visual and written content for social media platforms.
5. Stay updated on the la",0,,0,0,,False,[],https://internshala.com/internship/detail/work-from-home-part-time-digital-marketing-and-web-content-internship-at-gema-education-technology-private-limited1784970201,India,0,,12,0,,,0,Internshala,0,Digital Marketing And Web Content
,0,"Cyber Security RAJ SHARMA Work from home ₹ 5,000 - 10,000 /month 3 Months As a Cyber Security intern at IIESP, you will have the opportunity to showcase your skills in Linux, Python, Computer Networking, Ethical Hacking, Web Application Security, and VAPT. Join us in protecting our company's digital assets and ensuring data integrity. 



1. Conduct regular security assessments and vulnerability scans
2. Assist in implementing security measures to protect against cyber threats
3. Monitor a",0,,0,0,,False,[],https://internshala.com/internship/detail/work-from-home-cyber-security-internship-at-iiesp1785203511,India,0,,11,0,,,0,Internshala,0,Cyber Security
